model,variant,C,p_star_kind,date,kind,daytype,op_prev,op_next,prev_day_max,temp_mean,prod_sum,risk_cal,M_true
B4,main,C50,0.5,2021.07.07,TP,wk,1,1,193.0,23.7,19407.0,0.9996770796347746,203.0
B4,main,C50,0.5,2021.07.08,TP,wk,1,1,203.0,23.249999999999996,19519.0,0.9997549824712428,201.0
B4,main,C50,0.5,2021.07.09,TP,wk,1,1,201.0,22.8,16527.0,0.9996830355440084,192.0
B4,main,C50,0.5,2021.07.10,TN,sat,1,0,192.0,25.170833333333338,487.0,2.969214300655625e-6,106.0
B4,main,C50,0.5,2021.07.11,TN,sun,1,1,106.0,26.46666666666667,0.0,1.3825064244711463e-10,28.0
B4,main,C50,0.5,2021.07.12,TP,wk,0,1,28.0,27.495833333333337,17043.0,0.9995567873029837,198.0
B4,main,C50,0.5,2021.07.14,TP,wk,1,1,NaN,28.333333333333332,17253.0,0.999664889633672,195.0
B4,main,C50,0.5,2021.07.16,TP,wk,1,1,NaN,26.045833333333334,24412.0,0.9995645431054905,197.0
B4,main,C50,0.5,2021.07.17,TN,sat,1,0,197.0,25.70416666666667,1867.0,1.5505369033843543e-6,110.0
B4,main,C50,0.5,2021.07.18,TN,sun,1,1,110.0,26.1125,0.0,1.3825064244711463e-10,28.0
B4,main,C50,0.5,2021.07.19,TP,wk,0,1,28.0,26.524999999999995,13584.0,0.9994948346826272,222.0
B4,main,C50,0.5,2021.07.20,TP,wk,1,1,222.0,27.891666666666666,23473.0,0.9997274985209269,201.0
B4,main,C50,0.5,2021.07.21,TP,wk,1,1,201.0,26.733333333333338,19461.0,0.999983170821874,214.0
B4,main,C50,0.5,2021.07.22,TP,wk,1,1,214.0,26.8625,15801.0,0.9999863766032271,213.0
B4,main,C50,0.5,2021.07.23,TP,wk,1,1,213.0,26.429166666666664,23560.0,0.9999848340200816,206.0
B4,main,C50,0.5,2021.07.24,TN,sat,1,0,206.0,26.816666666666674,2319.0,2.164655569103837e-11,104.0
B4,main,C50,0.5,2021.07.25,TN,sun,1,1,104.0,27.099999999999998,0.0,2.164655569103837e-11,29.0
B4,main,C50,0.5,2021.07.26,TP,wk,0,1,29.0,27.412500000000005,24022.0,0.9999648208140519,217.0
B4,main,C50,0.5,2021.07.27,TP,wk,1,1,217.0,26.84166666666667,20776.0,0.9999825886476847,211.0
B4,main,C50,0.5,2021.07.28,TP,wk,1,1,211.0,26.854166666666668,24285.0,0.9999825886476847,212.0
B4,main,C50,0.5,2021.07.29,TP,wk,1,1,212.0,27.349999999999994,25698.0,0.9999837389686753,211.0
B4,main,C50,0.5,2021.07.31,TN,sat,1,0,NaN,28.175,0.0,2.164655569103837e-11,28.0
B4,main,C50,0.5,2021.08.01,TN,sun,0,0,28.0,27.912499999999994,0.0,2.164655569103837e-11,28.0
B4,main,C50,0.5,2021.08.02,TN,wk,0,0,28.0,27.916666666666668,0.0,2.164655569103837e-11,26.0
B4,main,C50,0.5,2021.08.03,TN,wk,0,0,26.0,26.95416666666667,0.0,2.164655569103837e-11,26.0
B4,main,C50,0.5,2021.08.04,TN,wk,0,0,26.0,28.479166666666668,0.0,2.1946635268104666e-9,26.0
B4,main,C50,0.5,2021.08.05,TN,wk,0,0,26.0,29.0,0.0,2.1946635268104666e-9,26.0
B4,main,C50,0.5,2021.08.06,TN,wk,0,0,26.0,28.941666666666663,0.0,2.1946635268104666e-9,27.0
B4,main,C50,0.5,2021.08.07,TN,sat,0,0,27.0,28.899999999999995,0.0,2.1946635268104666e-9,26.0
B4,main,C50,0.5,2021.08.08,TN,sun,0,1,26.0,24.479166666666668,0.0,2.1946635268104666e-9,26.0
B4,main,C50,0.5,2021.08.09,TP,wk,0,1,26.0,24.941666666666663,20689.0,0.9999141285174613,215.0
B4,main,C50,0.5,2021.08.10,TP,wk,1,1,215.0,23.8875,17425.0,0.9999419180420918,195.0
B4,main,C50,0.5,2021.08.11,TP,wk,1,1,195.0,25.266666666666666,19587.0,0.9999471978143041,218.0
B4,main,C50,0.5,2021.08.12,TP,wk,1,1,218.0,24.862499999999997,22339.0,0.9999304004869117,199.0
B4,main,C50,0.5,2021.08.13,TP,wk,1,1,199.0,24.5625,17668.0,0.9999545403053872,207.0
B4,main,C50,0.5,2021.08.14,TN,sat,1,0,207.0,23.329166666666666,1529.0,1.9537558734820032e-7,108.0
B4,main,C50,0.5,2021.08.15,TN,sun,1,1,108.0,23.09583333333333,0.0,2.1946635268104666e-9,28.0
B4,main,C50,0.5,2021.08.16,TP,wk,0,1,28.0,23.620833333333334,10238.0,0.9996289088467699,190.0
B4,main,C50,0.5,2021.08.17,FP,wk,1,1,190.0,22.42083333333333,29279.0,0.9999691148123226,173.0
B4,main,C50,0.5,2021.08.18,TP,wk,1,1,173.0,22.883333333333336,20063.0,0.9999909131604477,188.0
B4,main,C50,0.5,2021.08.19,TP,wk,1,1,188.0,23.46666666666667,25976.0,0.999995829979573,188.0
B4,main,C50,0.5,2021.08.20,TP,wk,1,1,188.0,23.879166666666663,25213.0,0.9999985839266372,193.0
B4,main,C50,0.5,2021.08.21,TN,sat,1,0,193.0,23.45,3794.0,7.726399592783628e-8,110.0
B4,main,C50,0.5,2021.08.22,TN,sun,1,1,110.0,26.608333333333334,0.0,5.842281102034498e-10,27.0
B4,main,C50,0.5,2021.08.23,TP,wk,0,1,27.0,23.425,16580.0,0.9999878073446687,196.0
B4,main,C50,0.5,2021.08.24,TP,wk,1,1,196.0,26.054166666666664,16955.0,0.9999914646884941,201.0
B4,main,C50,0.5,2021.08.25,TP,wk,1,1,201.0,25.200000000000003,22076.0,0.9999980141850118,189.0
B4,main,C50,0.5,2021.08.26,TP,wk,1,1,189.0,27.133333333333336,20064.0,0.999995829979573,202.0
B4,main,C50,0.5,2021.08.27,TP,wk,1,1,202.0,25.8,25769.0,0.9999967711835669,190.0
B4,main,C50,0.5,2021.08.30,TP,wk,0,1,41.0,25.15416666666667,10719.0,0.9999919940125668,186.0
B4,main,C50,0.5,2021.08.31,TP,wk,1,1,186.0,23.941666666666663,16443.0,0.9999897417654957,187.0
B4,main,C50,pstar,2021.07.07,TP,wk,1,1,193.0,23.7,19407.0,0.9996770796347746,203.0
B4,main,C50,pstar,2021.07.08,TP,wk,1,1,203.0,23.249999999999996,19519.0,0.9997549824712428,201.0
B4,main,C50,pstar,2021.07.09,TP,wk,1,1,201.0,22.8,16527.0,0.9996830355440084,192.0
B4,main,C50,pstar,2021.07.10,TN,sat,1,0,192.0,25.170833333333338,487.0,2.969214300655625e-6,106.0
B4,main,C50,pstar,2021.07.11,TN,sun,1,1,106.0,26.46666666666667,0.0,1.3825064244711463e-10,28.0
B4,main,C50,pstar,2021.07.12,TP,wk,0,1,28.0,27.495833333333337,17043.0,0.9995567873029837,198.0
B4,main,C50,pstar,2021.07.14,TP,wk,1,1,NaN,28.333333333333332,17253.0,0.999664889633672,195.0
B4,main,C50,pstar,2021.07.16,TP,wk,1,1,NaN,26.045833333333334,24412.0,0.9995645431054905,197.0
B4,main,C50,pstar,2021.07.17,TN,sat,1,0,197.0,25.70416666666667,1867.0,1.5505369033843543e-6,110.0
B4,main,C50,pstar,2021.07.18,TN,sun,1,1,110.0,26.1125,0.0,1.3825064244711463e-10,28.0
B4,main,C50,pstar,2021.07.19,TP,wk,0,1,28.0,26.524999999999995,13584.0,0.9994948346826272,222.0
B4,main,C50,pstar,2021.07.20,TP,wk,1,1,222.0,27.891666666666666,23473.0,0.9997274985209269,201.0
B4,main,C50,pstar,2021.07.21,TP,wk,1,1,201.0,26.733333333333338,19461.0,0.999983170821874,214.0
B4,main,C50,pstar,2021.07.22,TP,wk,1,1,214.0,26.8625,15801.0,0.9999863766032271,213.0
B4,main,C50,pstar,2021.07.23,TP,wk,1,1,213.0,26.429166666666664,23560.0,0.9999848340200816,206.0
B4,main,C50,pstar,2021.07.24,TN,sat,1,0,206.0,26.816666666666674,2319.0,2.164655569103837e-11,104.0
B4,main,C50,pstar,2021.07.25,TN,sun,1,1,104.0,27.099999999999998,0.0,2.164655569103837e-11,29.0
B4,main,C50,pstar,2021.07.26,TP,wk,0,1,29.0,27.412500000000005,24022.0,0.9999648208140519,217.0
B4,main,C50,pstar,2021.07.27,TP,wk,1,1,217.0,26.84166666666667,20776.0,0.9999825886476847,211.0
B4,main,C50,pstar,2021.07.28,TP,wk,1,1,211.0,26.854166666666668,24285.0,0.9999825886476847,212.0
B4,main,C50,pstar,2021.07.29,TP,wk,1,1,212.0,27.349999999999994,25698.0,0.9999837389686753,211.0
B4,main,C50,pstar,2021.07.31,TN,sat,1,0,NaN,28.175,0.0,2.164655569103837e-11,28.0
B4,main,C50,pstar,2021.08.01,TN,sun,0,0,28.0,27.912499999999994,0.0,2.164655569103837e-11,28.0
B4,main,C50,pstar,2021.08.02,TN,wk,0,0,28.0,27.916666666666668,0.0,2.164655569103837e-11,26.0
B4,main,C50,pstar,2021.08.03,TN,wk,0,0,26.0,26.95416666666667,0.0,2.164655569103837e-11,26.0
B4,main,C50,pstar,2021.08.04,TN,wk,0,0,26.0,28.479166666666668,0.0,2.1946635268104666e-9,26.0
B4,main,C50,pstar,2021.08.05,TN,wk,0,0,26.0,29.0,0.0,2.1946635268104666e-9,26.0
B4,main,C50,pstar,2021.08.06,TN,wk,0,0,26.0,28.941666666666663,0.0,2.1946635268104666e-9,27.0
B4,main,C50,pstar,2021.08.07,TN,sat,0,0,27.0,28.899999999999995,0.0,2.1946635268104666e-9,26.0
B4,main,C50,pstar,2021.08.08,TN,sun,0,1,26.0,24.479166666666668,0.0,2.1946635268104666e-9,26.0
B4,main,C50,pstar,2021.08.09,TP,wk,0,1,26.0,24.941666666666663,20689.0,0.9999141285174613,215.0
B4,main,C50,pstar,2021.08.10,TP,wk,1,1,215.0,23.8875,17425.0,0.9999419180420918,195.0
B4,main,C50,pstar,2021.08.11,TP,wk,1,1,195.0,25.266666666666666,19587.0,0.9999471978143041,218.0
B4,main,C50,pstar,2021.08.12,TP,wk,1,1,218.0,24.862499999999997,22339.0,0.9999304004869117,199.0
B4,main,C50,pstar,2021.08.13,TP,wk,1,1,199.0,24.5625,17668.0,0.9999545403053872,207.0
B4,main,C50,pstar,2021.08.14,TN,sat,1,0,207.0,23.329166666666666,1529.0,1.9537558734820032e-7,108.0
B4,main,C50,pstar,2021.08.15,TN,sun,1,1,108.0,23.09583333333333,0.0,2.1946635268104666e-9,28.0
B4,main,C50,pstar,2021.08.16,FN,wk,0,1,28.0,23.620833333333334,10238.0,0.9996289088467699,190.0
B4,main,C50,pstar,2021.08.17,FP,wk,1,1,190.0,22.42083333333333,29279.0,0.9999691148123226,173.0
B4,main,C50,pstar,2021.08.18,TP,wk,1,1,173.0,22.883333333333336,20063.0,0.9999909131604477,188.0
B4,main,C50,pstar,2021.08.19,TP,wk,1,1,188.0,23.46666666666667,25976.0,0.999995829979573,188.0
B4,main,C50,pstar,2021.08.20,TP,wk,1,1,188.0,23.879166666666663,25213.0,0.9999985839266372,193.0
B4,main,C50,pstar,2021.08.21,TN,sat,1,0,193.0,23.45,3794.0,7.726399592783628e-8,110.0
B4,main,C50,pstar,2021.08.22,TN,sun,1,1,110.0,26.608333333333334,0.0,5.842281102034498e-10,27.0
B4,main,C50,pstar,2021.08.23,TP,wk,0,1,27.0,23.425,16580.0,0.9999878073446687,196.0
B4,main,C50,pstar,2021.08.24,TP,wk,1,1,196.0,26.054166666666664,16955.0,0.9999914646884941,201.0
B4,main,C50,pstar,2021.08.25,TP,wk,1,1,201.0,25.200000000000003,22076.0,0.9999980141850118,189.0
B4,main,C50,pstar,2021.08.26,TP,wk,1,1,189.0,27.133333333333336,20064.0,0.999995829979573,202.0
B4,main,C50,pstar,2021.08.27,TP,wk,1,1,202.0,25.8,25769.0,0.9999967711835669,190.0
B4,main,C50,pstar,2021.08.30,TP,wk,0,1,41.0,25.15416666666667,10719.0,0.9999919940125668,186.0
B4,main,C50,pstar,2021.08.31,TP,wk,1,1,186.0,23.941666666666663,16443.0,0.9999897417654957,187.0
B4,main,C75,0.5,2021.07.07,FN,wk,1,1,193.0,23.7,19407.0,0.39089696199441304,203.0
B4,main,C75,0.5,2021.07.08,FN,wk,1,1,203.0,23.249999999999996,19519.0,0.39624024238998107,201.0
B4,main,C75,0.5,2021.07.09,FN,wk,1,1,201.0,22.8,16527.0,0.3808005000092698,192.0
B4,main,C75,0.5,2021.07.10,TN,sat,1,0,192.0,25.170833333333338,487.0,2.969214300655625e-6,106.0
B4,main,C75,0.5,2021.07.11,TN,sun,1,1,106.0,26.46666666666667,0.0,1.3825064244711463e-10,28.0
B4,main,C75,0.5,2021.07.12,FN,wk,0,1,28.0,27.495833333333337,17043.0,0.3675477111401853,198.0
B4,main,C75,0.5,2021.07.14,FN,wk,1,1,NaN,28.333333333333332,17253.0,0.3986815706098685,195.0
B4,main,C75,0.5,2021.07.16,FN,wk,1,1,NaN,26.045833333333334,24412.0,0.3879983566953967,197.0
B4,main,C75,0.5,2021.07.17,TN,sat,1,0,197.0,25.70416666666667,1867.0,1.5505369033843543e-6,110.0
B4,main,C75,0.5,2021.07.18,TN,sun,1,1,110.0,26.1125,0.0,1.3825064244711463e-10,28.0
B4,main,C75,0.5,2021.07.19,FN,wk,0,1,28.0,26.524999999999995,13584.0,0.37083878463753983,222.0
B4,main,C75,0.5,2021.07.20,FN,wk,1,1,222.0,27.891666666666666,23473.0,0.3947792240877806,201.0
B4,main,C75,0.5,2021.07.21,TP,wk,1,1,201.0,26.733333333333338,19461.0,0.9993897980890933,214.0
B4,main,C75,0.5,2021.07.22,TP,wk,1,1,214.0,26.8625,15801.0,0.9995241378436143,213.0
B4,main,C75,0.5,2021.07.23,TP,wk,1,1,213.0,26.429166666666664,23560.0,0.9993661406761604,206.0
B4,main,C75,0.5,2021.07.24,TN,sat,1,0,206.0,26.816666666666674,2319.0,2.164655569103837e-11,104.0
B4,main,C75,0.5,2021.07.25,TN,sun,1,1,104.0,27.099999999999998,0.0,2.164655569103837e-11,29.0
B4,main,C75,0.5,2021.07.26,TP,wk,0,1,29.0,27.412500000000005,24022.0,0.9992704580721543,217.0
B4,main,C75,0.5,2021.07.27,TP,wk,1,1,217.0,26.84166666666667,20776.0,0.9994746897728798,211.0
B4,main,C75,0.5,2021.07.28,TP,wk,1,1,211.0,26.854166666666668,24285.0,0.9994183341125664,212.0
B4,main,C75,0.5,2021.07.29,TP,wk,1,1,212.0,27.349999999999994,25698.0,0.9994537752196883,211.0
B4,main,C75,0.5,2021.07.31,TN,sat,1,0,NaN,28.175,0.0,2.164655569103837e-11,28.0
B4,main,C75,0.5,2021.08.01,TN,sun,0,0,28.0,27.912499999999994,0.0,2.164655569103837e-11,28.0
B4,main,C75,0.5,2021.08.02,TN,wk,0,0,28.0,27.916666666666668,0.0,2.164655569103837e-11,26.0
B4,main,C75,0.5,2021.08.03,TN,wk,0,0,26.0,26.95416666666667,0.0,2.164655569103837e-11,26.0
B4,main,C75,0.5,2021.08.04,TN,wk,0,0,26.0,28.479166666666668,0.0,2.1946635268104666e-9,26.0
B4,main,C75,0.5,2021.08.05,TN,wk,0,0,26.0,29.0,0.0,2.1946635268104666e-9,26.0
B4,main,C75,0.5,2021.08.06,TN,wk,0,0,26.0,28.941666666666663,0.0,2.1946635268104666e-9,27.0
B4,main,C75,0.5,2021.08.07,TN,sat,0,0,27.0,28.899999999999995,0.0,2.1946635268104666e-9,26.0
B4,main,C75,0.5,2021.08.08,TN,sun,0,1,26.0,24.479166666666668,0.0,2.1946635268104666e-9,26.0
B4,main,C75,0.5,2021.08.09,TP,wk,0,1,26.0,24.941666666666663,20689.0,0.9998497332057026,215.0
B4,main,C75,0.5,2021.08.10,FP,wk,1,1,215.0,23.8875,17425.0,0.9997992332648092,195.0
B4,main,C75,0.5,2021.08.11,TP,wk,1,1,195.0,25.266666666666666,19587.0,0.9998787943192735,218.0
B4,main,C75,0.5,2021.08.12,TP,wk,1,1,218.0,24.862499999999997,22339.0,0.9998058025981391,199.0
B4,main,C75,0.5,2021.08.13,TP,wk,1,1,199.0,24.5625,17668.0,0.999810614030471,207.0
B4,main,C75,0.5,2021.08.14,TN,sat,1,0,207.0,23.329166666666666,1529.0,3.1675350017010556e-8,108.0
B4,main,C75,0.5,2021.08.15,TN,sun,1,1,108.0,23.09583333333333,0.0,2.1946635268104666e-9,28.0
B4,main,C75,0.5,2021.08.16,FP,wk,0,1,28.0,23.620833333333334,10238.0,0.9996289088467699,190.0
B4,main,C75,0.5,2021.08.17,FP,wk,1,1,190.0,22.42083333333333,29279.0,0.999857471015542,173.0
B4,main,C75,0.5,2021.08.18,FP,wk,1,1,173.0,22.883333333333336,20063.0,0.9878910757563263,188.0
B4,main,C75,0.5,2021.08.19,FP,wk,1,1,188.0,23.46666666666667,25976.0,0.9641912049452349,188.0
B4,main,C75,0.5,2021.08.20,FP,wk,1,1,188.0,23.879166666666663,25213.0,0.9517736252259782,193.0
B4,main,C75,0.5,2021.08.21,TN,sat,1,0,193.0,23.45,3794.0,1.4930285683572641e-77,110.0
B4,main,C75,0.5,2021.08.22,TN,sun,1,1,110.0,26.608333333333334,0.0,1.4930285683572641e-77,27.0
B4,main,C75,0.5,2021.08.23,FP,wk,0,1,27.0,23.425,16580.0,0.970735132931745,196.0
B4,main,C75,0.5,2021.08.24,TP,wk,1,1,196.0,26.054166666666664,16955.0,0.8924288106853007,201.0
B4,main,C75,0.5,2021.08.25,FP,wk,1,1,201.0,25.200000000000003,22076.0,0.9954132772816454,189.0
B4,main,C75,0.5,2021.08.26,TP,wk,1,1,189.0,27.133333333333336,20064.0,0.8537763452707643,202.0
B4,main,C75,0.5,2021.08.27,FP,wk,1,1,202.0,25.8,25769.0,0.9939730403100981,190.0
B4,main,C75,0.5,2021.08.30,FP,wk,0,1,41.0,25.15416666666667,10719.0,0.7968765794648346,186.0
B4,main,C75,0.5,2021.08.31,FP,wk,1,1,186.0,23.941666666666663,16443.0,0.94935257829496,187.0
B4,main,C75,pstar,2021.07.07,TP,wk,1,1,193.0,23.7,19407.0,0.39089696199441304,203.0
B4,main,C75,pstar,2021.07.08,TP,wk,1,1,203.0,23.249999999999996,19519.0,0.39624024238998107,201.0
B4,main,C75,pstar,2021.07.09,TP,wk,1,1,201.0,22.8,16527.0,0.3808005000092698,192.0
B4,main,C75,pstar,2021.07.10,TN,sat,1,0,192.0,25.170833333333338,487.0,2.969214300655625e-6,106.0
B4,main,C75,pstar,2021.07.11,TN,sun,1,1,106.0,26.46666666666667,0.0,1.3825064244711463e-10,28.0
B4,main,C75,pstar,2021.07.12,TP,wk,0,1,28.0,27.495833333333337,17043.0,0.3675477111401853,198.0
B4,main,C75,pstar,2021.07.14,TP,wk,1,1,NaN,28.333333333333332,17253.0,0.3986815706098685,195.0
B4,main,C75,pstar,2021.07.16,TP,wk,1,1,NaN,26.045833333333334,24412.0,0.3879983566953967,197.0
B4,main,C75,pstar,2021.07.17,TN,sat,1,0,197.0,25.70416666666667,1867.0,1.5505369033843543e-6,110.0
B4,main,C75,pstar,2021.07.18,TN,sun,1,1,110.0,26.1125,0.0,1.3825064244711463e-10,28.0
B4,main,C75,pstar,2021.07.19,TP,wk,0,1,28.0,26.524999999999995,13584.0,0.37083878463753983,222.0
B4,main,C75,pstar,2021.07.20,TP,wk,1,1,222.0,27.891666666666666,23473.0,0.3947792240877806,201.0
B4,main,C75,pstar,2021.07.21,TP,wk,1,1,201.0,26.733333333333338,19461.0,0.9993897980890933,214.0
B4,main,C75,pstar,2021.07.22,TP,wk,1,1,214.0,26.8625,15801.0,0.9995241378436143,213.0
B4,main,C75,pstar,2021.07.23,TP,wk,1,1,213.0,26.429166666666664,23560.0,0.9993661406761604,206.0
B4,main,C75,pstar,2021.07.24,TN,sat,1,0,206.0,26.816666666666674,2319.0,2.164655569103837e-11,104.0
B4,main,C75,pstar,2021.07.25,TN,sun,1,1,104.0,27.099999999999998,0.0,2.164655569103837e-11,29.0
B4,main,C75,pstar,2021.07.26,TP,wk,0,1,29.0,27.412500000000005,24022.0,0.9992704580721543,217.0
B4,main,C75,pstar,2021.07.27,TP,wk,1,1,217.0,26.84166666666667,20776.0,0.9994746897728798,211.0
B4,main,C75,pstar,2021.07.28,TP,wk,1,1,211.0,26.854166666666668,24285.0,0.9994183341125664,212.0
B4,main,C75,pstar,2021.07.29,TP,wk,1,1,212.0,27.349999999999994,25698.0,0.9994537752196883,211.0
B4,main,C75,pstar,2021.07.31,TN,sat,1,0,NaN,28.175,0.0,2.164655569103837e-11,28.0
B4,main,C75,pstar,2021.08.01,TN,sun,0,0,28.0,27.912499999999994,0.0,2.164655569103837e-11,28.0
B4,main,C75,pstar,2021.08.02,TN,wk,0,0,28.0,27.916666666666668,0.0,2.164655569103837e-11,26.0
B4,main,C75,pstar,2021.08.03,TN,wk,0,0,26.0,26.95416666666667,0.0,2.164655569103837e-11,26.0
B4,main,C75,pstar,2021.08.04,TN,wk,0,0,26.0,28.479166666666668,0.0,2.1946635268104666e-9,26.0
B4,main,C75,pstar,2021.08.05,TN,wk,0,0,26.0,29.0,0.0,2.1946635268104666e-9,26.0
B4,main,C75,pstar,2021.08.06,TN,wk,0,0,26.0,28.941666666666663,0.0,2.1946635268104666e-9,27.0
B4,main,C75,pstar,2021.08.07,TN,sat,0,0,27.0,28.899999999999995,0.0,2.1946635268104666e-9,26.0
B4,main,C75,pstar,2021.08.08,TN,sun,0,1,26.0,24.479166666666668,0.0,2.1946635268104666e-9,26.0
B4,main,C75,pstar,2021.08.09,TP,wk,0,1,26.0,24.941666666666663,20689.0,0.9998497332057026,215.0
B4,main,C75,pstar,2021.08.10,FP,wk,1,1,215.0,23.8875,17425.0,0.9997992332648092,195.0
B4,main,C75,pstar,2021.08.11,TP,wk,1,1,195.0,25.266666666666666,19587.0,0.9998787943192735,218.0
B4,main,C75,pstar,2021.08.12,TP,wk,1,1,218.0,24.862499999999997,22339.0,0.9998058025981391,199.0
B4,main,C75,pstar,2021.08.13,TP,wk,1,1,199.0,24.5625,17668.0,0.999810614030471,207.0
B4,main,C75,pstar,2021.08.14,TN,sat,1,0,207.0,23.329166666666666,1529.0,3.1675350017010556e-8,108.0
B4,main,C75,pstar,2021.08.15,TN,sun,1,1,108.0,23.09583333333333,0.0,2.1946635268104666e-9,28.0
B4,main,C75,pstar,2021.08.16,FP,wk,0,1,28.0,23.620833333333334,10238.0,0.9996289088467699,190.0
B4,main,C75,pstar,2021.08.17,FP,wk,1,1,190.0,22.42083333333333,29279.0,0.999857471015542,173.0
B4,main,C75,pstar,2021.08.18,FP,wk,1,1,173.0,22.883333333333336,20063.0,0.9878910757563263,188.0
B4,main,C75,pstar,2021.08.19,FP,wk,1,1,188.0,23.46666666666667,25976.0,0.9641912049452349,188.0
B4,main,C75,pstar,2021.08.20,FP,wk,1,1,188.0,23.879166666666663,25213.0,0.9517736252259782,193.0
B4,main,C75,pstar,2021.08.21,TN,sat,1,0,193.0,23.45,3794.0,1.4930285683572641e-77,110.0
B4,main,C75,pstar,2021.08.22,TN,sun,1,1,110.0,26.608333333333334,0.0,1.4930285683572641e-77,27.0
B4,main,C75,pstar,2021.08.23,FP,wk,0,1,27.0,23.425,16580.0,0.970735132931745,196.0
B4,main,C75,pstar,2021.08.24,TP,wk,1,1,196.0,26.054166666666664,16955.0,0.8924288106853007,201.0
B4,main,C75,pstar,2021.08.25,FP,wk,1,1,201.0,25.200000000000003,22076.0,0.9954132772816454,189.0
B4,main,C75,pstar,2021.08.26,TP,wk,1,1,189.0,27.133333333333336,20064.0,0.8537763452707643,202.0
B4,main,C75,pstar,2021.08.27,FP,wk,1,1,202.0,25.8,25769.0,0.9939730403100981,190.0
B4,main,C75,pstar,2021.08.30,FP,wk,0,1,41.0,25.15416666666667,10719.0,0.7968765794648346,186.0
B4,main,C75,pstar,2021.08.31,FP,wk,1,1,186.0,23.941666666666663,16443.0,0.94935257829496,187.0
B4,main,C90,0.5,2021.07.07,FN,wk,1,1,193.0,23.7,19407.0,0.3622365889171347,203.0
B4,main,C90,0.5,2021.07.08,FN,wk,1,1,203.0,23.249999999999996,19519.0,0.37497028624874906,201.0
B4,main,C90,0.5,2021.07.09,TN,wk,1,1,201.0,22.8,16527.0,0.36047226494172735,192.0
B4,main,C90,0.5,2021.07.10,TN,sat,1,0,192.0,25.170833333333338,487.0,2.969214300655625e-6,106.0
B4,main,C90,0.5,2021.07.11,TN,sun,1,1,106.0,26.46666666666667,0.0,1.3825064244711463e-10,28.0
B4,main,C90,0.5,2021.07.12,TN,wk,0,1,28.0,27.495833333333337,17043.0,0.3653194064411539,198.0
B4,main,C90,0.5,2021.07.14,TN,wk,1,1,NaN,28.333333333333332,17253.0,0.3688353751348723,195.0
B4,main,C90,0.5,2021.07.16,TN,wk,1,1,NaN,26.045833333333334,24412.0,0.35737985567400954,197.0
B4,main,C90,0.5,2021.07.17,TN,sat,1,0,197.0,25.70416666666667,1867.0,1.5505369033843543e-6,110.0
B4,main,C90,0.5,2021.07.18,TN,sun,1,1,110.0,26.1125,0.0,1.3825064244711463e-10,28.0
B4,main,C90,0.5,2021.07.19,FN,wk,0,1,28.0,26.524999999999995,13584.0,0.37083878463753983,222.0
B4,main,C90,0.5,2021.07.20,FN,wk,1,1,222.0,27.891666666666666,23473.0,0.36575932185551674,201.0
B4,main,C90,0.5,2021.07.21,TP,wk,1,1,201.0,26.733333333333338,19461.0,0.9624086174683719,214.0
B4,main,C90,0.5,2021.07.22,TP,wk,1,1,214.0,26.8625,15801.0,0.9857893703799154,213.0
B4,main,C90,0.5,2021.07.23,TP,wk,1,1,213.0,26.429166666666664,23560.0,0.9883208421748708,206.0
B4,main,C90,0.5,2021.07.24,TN,sat,1,0,206.0,26.816666666666674,2319.0,1.4706629419499055e-84,104.0
B4,main,C90,0.5,2021.07.25,TN,sun,1,1,104.0,27.099999999999998,0.0,1.4706629419499055e-84,29.0
B4,main,C90,0.5,2021.07.26,TP,wk,0,1,29.0,27.412500000000005,24022.0,0.996906048603591,217.0
B4,main,C90,0.5,2021.07.27,TP,wk,1,1,217.0,26.84166666666667,20776.0,0.996585883431892,211.0
B4,main,C90,0.5,2021.07.28,TP,wk,1,1,211.0,26.854166666666668,24285.0,0.9944140622229009,212.0
B4,main,C90,0.5,2021.07.29,TP,wk,1,1,212.0,27.349999999999994,25698.0,0.9864691209904158,211.0
B4,main,C90,0.5,2021.07.31,TN,sat,1,0,NaN,28.175,0.0,1.4706629419499055e-84,28.0
B4,main,C90,0.5,2021.08.01,TN,sun,0,0,28.0,27.912499999999994,0.0,1.4706629419499055e-84,28.0
B4,main,C90,0.5,2021.08.02,TN,wk,0,0,28.0,27.916666666666668,0.0,1.4706629419499055e-84,26.0
B4,main,C90,0.5,2021.08.03,TN,wk,0,0,26.0,26.95416666666667,0.0,1.4706629419499055e-84,26.0
B4,main,C90,0.5,2021.08.04,TN,wk,0,0,26.0,28.479166666666668,0.0,2.1946635268104666e-9,26.0
B4,main,C90,0.5,2021.08.05,TN,wk,0,0,26.0,29.0,0.0,2.1946635268104666e-9,26.0
B4,main,C90,0.5,2021.08.06,TN,wk,0,0,26.0,28.941666666666663,0.0,2.1946635268104666e-9,27.0
B4,main,C90,0.5,2021.08.07,TN,sat,0,0,27.0,28.899999999999995,0.0,2.1946635268104666e-9,26.0
B4,main,C90,0.5,2021.08.08,TN,sun,0,1,26.0,24.479166666666668,0.0,2.1946635268104666e-9,26.0
B4,main,C90,0.5,2021.08.09,TP,wk,0,1,26.0,24.941666666666663,20689.0,0.9995596465739334,215.0
B4,main,C90,0.5,2021.08.10,FP,wk,1,1,215.0,23.8875,17425.0,0.9993696786574581,195.0
