model,variant,fold,stratum,metric,value,n
B4,main,f3,all,cov80,0.8898809523809523,1344
B4,main,f3,all,cov90,0.9419642857142857,1344
B4,main,f3,op,mae,14.206158152470985,768
B4,main,f3,op,rmse,19.396063802494655,768
B4,main,f3,op,crps,10.723565668684122,768
B4,main,f3,op,cov50,0.5481770833333334,768
B4,main,f3,op,cov80,0.8098958333333334,768
B4,main,f3,op,cov90,0.8984375,768
B4,main,f3,nonop,mae,2.2494377394517264,576
B4,main,f3,nonop,rmse,2.663385874290643,576
B4,main,f3,nonop,crps,1.5918280107449543,576
B4,main,f3,nonop,cov50,0.5972222222222222,576
B4,main,f3,nonop,cov80,0.9965277777777778,576
B4,main,f3,nonop,cov90,1.0,576
B4,main,f4,all,mae,12.16490653588337,1272
B4,main,f4,all,rmse,19.455967658483065,1272
B4,main,f4,all,crps,9.659588883401483,1272
B4,main,f4,all,cov50,0.610062893081761,1272
B4,main,f4,all,cov80,0.8616352201257862,1272
B4,main,f4,all,cov90,0.9205974842767296,1272
B4,main,f4,op,mae,13.517707430024766,1126
B4,main,f4,op,rmse,20.65501916525176,1126
B4,main,f4,op,crps,10.72572977152597,1126
B4,main,f4,op,cov50,0.6039076376554174,1126
B4,main,f4,op,cov80,0.8552397868561279,1126
B4,main,f4,op,cov90,0.9147424511545293,1126
B4,main,f4,nonop,mae,1.7316612838065788,146
B4,main,f4,nonop,rmse,2.7584691410239457,146
B4,main,f4,nonop,crps,1.4371598421126368,146
B4,main,f4,nonop,cov50,0.6575342465753424,146
B4,main,f4,nonop,cov80,0.910958904109589,146
B4,main,f4,nonop,cov90,0.9657534246575342,146
B4,main,pooled,all,mae,10.956429464299903,5016
B4,main,pooled,all,rmse,16.87988496224039,5016
B4,main,pooled,all,crps,8.347564169830825,5016
B4,main,pooled,all,cov50,0.5721690590111643,5016
B4,main,pooled,all,cov80,0.8484848484848485,5016
B4,main,pooled,all,cov90,0.9256379585326954,5016
B4,main,pooled,op,mae,14.336003636339631,3622
B4,main,pooled,op,rmse,19.790432952847357,3622
B4,main,pooled,op,crps,10.932805310611759,3622
B4,main,pooled,op,cov50,0.5463832136940917,3622
B4,main,pooled,op,cov80,0.8009387078961899,3622
B4,main,pooled,op,cov90,0.8986747653230259,3622
B4,main,pooled,nonop,mae,2.1753551091149,1394
B4,main,pooled,nonop,rmse,2.7594199548887675,1394
B4,main,pooled,nonop,crps,1.6303881211159479,1394
B4,main,pooled,nonop,cov50,0.639167862266858,1394
B4,main,pooled,nonop,cov80,0.9720229555236729,1394
B4,main,pooled,nonop,cov90,0.9956958393113343,1394
B1,copies,f1,all,mae,13.012411329674089,1152
B1,copies,f1,all,rmse,21.49574905830473,1152
B1,copies,f1,all,crps,9.848356052598689,1152
B1,copies,f1,all,cov50,0.3567708333333333,1152
B1,copies,f1,all,cov80,0.7395833333333334,1152
B1,copies,f1,all,cov90,0.8611111111111112,1152
B1,copies,f1,op,mae,15.329533564130667,960
B1,copies,f1,op,rmse,23.463169425413064,960
B1,copies,f1,op,crps,11.588038683408213,960
B1,copies,f1,op,cov50,0.3229166666666667,960
B1,copies,f1,op,cov80,0.7208333333333333,960
B1,copies,f1,op,cov90,0.853125,960
B1,copies,f1,nonop,mae,1.4268001573911917,192
B1,copies,f1,nonop,rmse,4.44991775625809,192
B1,copies,f1,nonop,crps,1.1499428985510687,192
B1,copies,f1,nonop,cov50,0.5260416666666666,192
B1,copies,f1,nonop,cov80,0.8333333333333334,192
B1,copies,f1,nonop,cov90,0.9010416666666666,192
B1,copies,f2,all,mae,19.33541890933411,1344
B1,copies,f2,all,rmse,27.902972192251173,1344
B1,copies,f2,all,crps,14.216342397144532,1344
B1,copies,f2,all,cov50,0.30505952380952384,1344
B1,copies,f2,all,cov80,0.5848214285714286,1344
B1,copies,f2,all,cov90,0.7321428571428571,1344
B1,copies,f2,op,mae,16.903233296324498,864
B1,copies,f2,op,rmse,20.934960033527343,864
B1,copies,f2,op,crps,12.344892038270443,864
B1,copies,f2,op,cov50,0.34953703703703703,864
B1,copies,f2,op,cov80,0.5740740740740741,864
B1,copies,f2,op,cov90,0.7303240740740741,864
B1,copies,f2,nonop,mae,23.7133530127514,480
B1,copies,f2,nonop,rmse,37.29774533618113,480
B1,copies,f2,nonop,crps,17.584953043117892,480
B1,copies,f2,nonop,cov50,0.225,480
B1,copies,f2,nonop,cov80,0.6041666666666666,480
B1,copies,f2,nonop,cov90,0.7354166666666667,480
B1,copies,f3,all,mae,22.728587887474408,1344
B1,copies,f3,all,rmse,26.626348531962016,1344
B1,copies,f3,all,crps,15.524452322636197,1344
B1,copies,f3,all,cov50,0.29985119047619047,1344
B1,copies,f3,all,cov80,0.7313988095238095,1344
B1,copies,f3,all,cov90,0.859375,1344
B1,copies,f3,op,mae,29.193373571408824,768
B1,copies,f3,op,rmse,32.31502177542678,768
B1,copies,f3,op,crps,20.83861924170277,768
B1,copies,f3,op,cov50,0.2669270833333333,768
B1,copies,f3,op,cov80,0.6432291666666666,768
B1,copies,f3,op,cov90,0.7838541666666666,768
B1,copies,f3,nonop,mae,14.10887364222852,576
B1,copies,f3,nonop,rmse,16.18326835174099,576
B1,copies,f3,nonop,crps,8.438896430547434,576
B1,copies,f3,nonop,cov50,0.34375,576
B1,copies,f3,nonop,cov80,0.8489583333333334,576
B1,copies,f3,nonop,cov90,0.9600694444444444,576
B1,copies,f4,all,mae,7.343660563544256,1272
B1,copies,f4,all,rmse,10.692613769903787,1272
B1,copies,f4,all,crps,5.7485213884600626,1272
B1,copies,f4,all,cov50,0.4308176100628931,1272
B1,copies,f4,all,cov80,0.77437106918239,1272
B1,copies,f4,all,cov90,0.8694968553459119,1272
B1,copies,f4,op,mae,8.08357607049673,1126
B1,copies,f4,op,rmse,11.318429301516616,1126
B1,copies,f4,op,crps,6.316970555325454,1126
B1,copies,f4,op,cov50,0.4182948490230906,1126
B1,copies,f4,op,cov80,0.7859680284191829,1126
B1,copies,f4,op,cov90,0.88898756660746,1126
B1,copies,f4,nonop,mae,1.637188914034076,146
B1,copies,f4,nonop,rmse,2.845311424043107,146
B1,copies,f4,nonop,crps,1.3644545261968428,146
B1,copies,f4,nonop,cov50,0.5273972602739726,146
B1,copies,f4,nonop,cov80,0.684931506849315,146
B1,copies,f4,nonop,cov90,0.7191780821917808,146
B1,copies,pooled,all,mae,15.818751804288633,5112
B1,copies,pooled,all,rmse,22.883760851222327,5112
B1,copies,pooled,all,crps,11.468907175684699,5112
B1,copies,pooled,all,cov50,0.34663536776212833,5112
B1,copies,pooled,all,cov80,0.7053990610328639,5112
B1,copies,pooled,all,cov90,0.8288341158059468,5112
B1,copies,pooled,op,mae,16.36454097574263,3718
B1,copies,pooled,op,rmse,22.327019966072715,3718
B1,copies,pooled,op,crps,12.078394911259206,3718
B1,copies,pooled,op,cov50,0.3464228079612695,3718
B1,copies,pooled,op,cov80,0.6904249596557289,3718
B1,copies,pooled,op,cov90,0.8211403980634749,3718
B1,copies,pooled,nonop,mae,14.363052995489513,1394
B1,copies,pooled,nonop,rmse,24.30638575923576,1394
B1,copies,pooled,nonop,crps,9.843315066024717,1394
B1,copies,pooled,nonop,cov50,0.3472022955523673,1394
B1,copies,pooled,nonop,cov80,0.7453371592539455,1394
B1,copies,pooled,nonop,cov90,0.8493543758967002,1394
B4,copies,f1,all,mae,12.849154397017426,1152
B4,copies,f1,all,rmse,18.40666223659004,1152
B4,copies,f1,all,crps,10.28664082029622,1152
B4,copies,f1,all,cov50,0.578125,1152
B4,copies,f1,all,cov80,0.8116319444444444,1152
B4,copies,f1,all,cov90,0.8845486111111112,1152
B4,copies,f1,op,mae,13.614618094762166,960
B4,copies,f1,op,rmse,19.56645695934364,960
B4,copies,f1,op,crps,10.983002236995715,960
B4,copies,f1,op,cov50,0.6354166666666666,960
B4,copies,f1,op,cov80,0.8916666666666667,960
B4,copies,f1,op,cov90,0.934375,960
B4,copies,f1,nonop,mae,9.021835908293724,192
B4,copies,f1,nonop,rmse,10.890367231743113,192
B4,copies,f1,nonop,crps,6.8048337367987415,192
B4,copies,f1,nonop,cov50,0.2916666666666667,192
B4,copies,f1,nonop,cov80,0.4114583333333333,192
B4,copies,f1,nonop,cov90,0.6354166666666666,192
B4,copies,f2,all,mae,15.586764842981385,1344
B4,copies,f2,all,rmse,19.502949044228966,1344
B4,copies,f2,all,crps,11.546408124399047,1344
B4,copies,f2,all,cov50,0.35788690476190477,1344
B4,copies,f2,all,cov80,0.6569940476190477,1344
B4,copies,f2,all,cov90,0.8430059523809523,1344
B4,copies,f2,op,mae,17.82054634226693,864
B4,copies,f2,op,rmse,22.26762435092779,864
B4,copies,f2,op,crps,13.263188751782737,864
B4,copies,f2,op,cov50,0.45601851851851855,864
B4,copies,f2,op,cov80,0.7569444444444444,864
B4,copies,f2,op,cov90,0.90625,864
B4,copies,f2,nonop,mae,11.5659581442674,480
B4,copies,f2,nonop,rmse,13.133822381917547,480
B4,copies,f2,nonop,crps,8.45620299510841,480
B4,copies,f2,nonop,cov50,0.18125,480
B4,copies,f2,nonop,cov80,0.47708333333333336,480
B4,copies,f2,nonop,cov90,0.7291666666666666,480
B4,copies,f3,all,mae,11.17301440735658,1344
B4,copies,f3,all,rmse,18.13934030454681,1344
B4,copies,f3,all,crps,8.896315783950545,1344
B4,copies,f3,all,cov50,0.45610119047619047,1344
B4,copies,f3,all,cov80,0.7827380952380952,1344
B4,copies,f3,all,cov90,0.8891369047619048,1344
B4,copies,f3,op,mae,16.229476320246857,768
B4,copies,f3,op,rmse,23.50431516427403,768
B4,copies,f3,op,crps,13.129868961989617,768
B4,copies,f3,op,cov50,0.59765625,768
B4,copies,f3,op,cov80,0.8411458333333334,768
B4,copies,f3,op,cov90,0.8723958333333334,768
B4,copies,f3,nonop,mae,4.431065190169546,576
B4,copies,f3,nonop,rmse,5.580870344997168,576
B4,copies,f3,nonop,crps,3.25157821323178,576
B4,copies,f3,nonop,cov50,0.2673611111111111,576
B4,copies,f3,nonop,cov80,0.7048611111111112,576
B4,copies,f3,nonop,cov90,0.9114583333333334,576
B4,copies,f4,all,mae,11.96593593726368,1272
B4,copies,f4,all,rmse,17.68150979473419,1272
B4,copies,f4,all,crps,9.618348118940734,1272
B4,copies,f4,all,cov50,0.6281446540880503,1272
B4,copies,f4,all,cov80,0.8734276729559748,1272
B4,copies,f4,all,cov90,0.9119496855345912,1272
B4,copies,f4,op,mae,12.881996217460022,1126
B4,copies,f4,op,rmse,18.688050386490467,1126
B4,copies,f4,op,crps,10.40241868497624,1126
B4,copies,f4,op,cov50,0.6793960923623446,1126
B4,copies,f4,op,cov80,0.9280639431616341,1126
B4,copies,f4,op,cov90,0.9422735346358793,1126
B4,copies,f4,nonop,mae,4.900977885886414,146
B4,copies,f4,nonop,rmse,5.505196327987452,146
B4,copies,f4,nonop,crps,3.5713381370504553,146
B4,copies,f4,nonop,cov50,0.2328767123287671,146
B4,copies,f4,nonop,cov80,0.4520547945205479,146
B4,copies,f4,nonop,cov90,0.678082191780822,146
B4,copies,pooled,all,mae,12.908458468313322,5112
B4,copies,pooled,all,rmse,18.45674878618143,5112
B4,copies,pooled,all,crps,10.08602698847725,5112
B4,copies,pooled,all,cov50,0.5005868544600939,5112
B4,copies,pooled,all,cov80,0.778755868544601,5112
B4,copies,pooled,all,cov90,0.8816510172143975,5112
B4,copies,pooled,op,mae,14.910261152635792,3718
B4,copies,pooled,op,rmse,20.83178824160744,3718
B4,copies,pooled,op,crps,11.780511035811578,3718
B4,copies,pooled,op,cov50,0.5992469069392147,3718
B4,copies,pooled,op,cov80,0.8609467455621301,3718
B4,copies,pooled,op,cov90,0.9174287251210328,3718
B4,copies,pooled,nonop,mae,7.569360634517807,1394
B4,copies,pooled,nonop,rmse,9.57994861171129,1394
B4,copies,pooled,nonop,crps,5.566592492071927,1394
B4,copies,pooled,nonop,cov50,0.2374461979913917,1394
B4,copies,pooled,nonop,cov80,0.5595408895265424,1394
B4,copies,pooled,nonop,cov90,0.7862266857962698,1394
B1,suspect,f1,all,mae,16.548010845766655,1344
B1,suspect,f1,all,rmse,21.488781670483693,1344
B1,suspect,f1,all,crps,13.189159996344182,1344
B1,suspect,f1,all,cov50,0.33035714285714285,1344
B1,suspect,f1,all,cov80,0.5952380952380952,1344
B1,suspect,f1,all,cov90,0.7537202380952381,1344
B1,suspect,f1,op,mae,19.135126335955476,1152
B1,suspect,f1,op,rmse,23.200162348477985,1152
B1,suspect,f1,op,crps,15.241784665402292,1152
B1,suspect,f1,op,cov50,0.2760416666666667,1152
B1,suspect,f1,op,cov80,0.5442708333333334,1152
B1,suspect,f1,op,cov90,0.7239583333333334,1152
B1,suspect,f1,nonop,mae,1.025317904633712,192
B1,suspect,f1,nonop,rmse,1.6996957956049847,192
B1,suspect,f1,nonop,crps,0.8734119819955085,192
B1,suspect,f1,nonop,cov50,0.65625,192
B1,suspect,f1,nonop,cov80,0.9010416666666666,192
B1,suspect,f1,nonop,cov90,0.9322916666666666,192
B1,suspect,f2,all,mae,11.739873243505969,1248
B1,suspect,f2,all,rmse,18.15044344305756,1248
B1,suspect,f2,all,crps,9.172918532021264,1248
B1,suspect,f2,all,cov50,0.3317307692307692,1248
B1,suspect,f2,all,cov80,0.5040064102564102,1248
B1,suspect,f2,all,cov90,0.6378205128205128,1248
B1,suspect,f2,op,mae,12.339032114158845,768
B1,suspect,f2,op,rmse,19.568022485412772,768
B1,suspect,f2,op,crps,9.900494183412265,768
B1,suspect,f2,op,cov50,0.4375,768
B1,suspect,f2,op,cov80,0.6354166666666666,768
B1,suspect,f2,op,cov90,0.75,768
B1,suspect,f2,nonop,mae,10.781219050461369,480
B1,suspect,f2,nonop,rmse,15.616924994493933,480
B1,suspect,f2,nonop,crps,8.008797489795663,480
B1,suspect,f2,nonop,cov50,0.1625,480
B1,suspect,f2,nonop,cov80,0.29375,480
B1,suspect,f2,nonop,cov90,0.4583333333333333,480
B1,suspect,f3,all,mae,23.600466007765597,1344
B1,suspect,f3,all,rmse,28.780050018979264,1344
B1,suspect,f3,all,crps,17.031019820095416,1344
B1,suspect,f3,all,cov50,0.19270833333333334,1344
B1,suspect,f3,all,cov80,0.5119047619047619,1344
B1,suspect,f3,all,cov90,0.8035714285714286,1344
B1,suspect,f3,op,mae,33.27687496772184,768
B1,suspect,f3,op,rmse,37.7389192809962,768
B1,suspect,f3,op,crps,23.574258443914903,768
B1,suspect,f3,op,cov50,0.23828125,768
B1,suspect,f3,op,cov80,0.4674479166666667,768
B1,suspect,f3,op,cov90,0.80859375,768
B1,suspect,f3,nonop,mae,10.698587394490602,576
B1,suspect,f3,nonop,rmse,5.8061702717726975,576
B1,suspect,f3,nonop,crps,8.306701655002762,576
B1,suspect,f3,nonop,cov50,0.13194444444444445,576
B1,suspect,f3,nonop,cov80,0.5711805555555556,576
B1,suspect,f3,nonop,cov90,0.796875,576
B1,suspect,f4,all,mae,7.2245576453964295,1272
B1,suspect,f4,all,rmse,10.611259967320445,1272
B1,suspect,f4,all,crps,5.52545598941601,1272
B1,suspect,f4,all,cov50,0.5047169811320755,1272
B1,suspect,f4,all,cov80,0.7790880503144654,1272
B1,suspect,f4,all,cov90,0.8962264150943396,1272
B1,suspect,f4,op,mae,7.950099132774937,1126
B1,suspect,f4,op,rmse,11.238710757326778,1126
B1,suspect,f4,op,crps,6.079873893461394,1126
B1,suspect,f4,op,cov50,0.5337477797513321,1126
B1,suspect,f4,op,cov80,0.7912966252220248,1126
B1,suspect,f4,op,cov90,0.9067495559502664,1126
B1,suspect,f4,nonop,mae,1.6289431605457594,146
B1,suspect,f4,nonop,rmse,2.620018447918209,146
B1,suspect,f4,nonop,crps,1.2496028390385794,146
B1,suspect,f4,nonop,cov50,0.2808219178082192,146
B1,suspect,f4,nonop,cov80,0.684931506849315,146
B1,suspect,f4,nonop,cov90,0.815068493150685,146
B1,suspect,pooled,all,mae,14.938662062977544,5208
B1,suspect,pooled,all,rmse,20.960996301537847,5208
B1,suspect,pooled,all,crps,11.346410142049637,5208
B1,suspect,pooled,all,cov50,0.3377496159754224,5208
B1,suspect,pooled,all,cov80,0.5967741935483871,5208
B1,suspect,pooled,all,cov90,0.7736175115207373,5208
B1,suspect,pooled,op,mae,17.312137860883496,3814
B1,suspect,pooled,op,rmse,23.74353452415841,3814
B1,suspect,pooled,op,crps,13.139245924585273,3814
B1,suspect,pooled,op,cov50,0.3770319874147876,3814
B1,suspect,pooled,op,cov80,0.6200839014158364,3814
B1,suspect,pooled,op,cov90,0.800209753539591,3814
B1,suspect,pooled,nonop,mae,8.444805037716929,1394
B1,suspect,pooled,nonop,rmse,9.951142965874885,1394
B1,suspect,pooled,nonop,crps,6.441190863290014,1394
B1,suspect,pooled,nonop,cov50,0.2302725968436155,1394
B1,suspect,pooled,nonop,cov80,0.5329985652797704,1394
B1,suspect,pooled,nonop,cov90,0.7008608321377331,1394
B4,suspect,f1,all,mae,16.314543979508535,1344
B4,suspect,f1,all,rmse,23.89568532184576,1344
B4,suspect,f1,all,crps,12.496840909446044,1344
B4,suspect,f1,all,cov50,0.5416666666666666,1344
B4,suspect,f1,all,cov80,0.7730654761904762,1344
B4,suspect,f1,all,cov90,0.8883928571428571,1344
B4,suspect,f1,op,mae,18.829032795296776,1152
B4,suspect,f1,op,rmse,25.800893177648536,1152
B4,suspect,f1,op,crps,14.377117933946774,1152
B4,suspect,f1,op,cov50,0.4887152777777778,1152
B4,suspect,f1,op,cov80,0.7413194444444444,1152
B4,suspect,f1,op,cov90,0.8706597222222222,1152
B4,suspect,f1,nonop,mae,1.2276110847791035,192
B4,suspect,f1,nonop,rmse,1.7058447813735653,192
B4,suspect,f1,nonop,crps,1.2151787624416646,192
B4,suspect,f1,nonop,cov50,0.859375,192
B4,suspect,f1,nonop,cov80,0.9635416666666666,192
B4,suspect,f1,nonop,cov90,0.9947916666666666,192
B4,suspect,f2,all,mae,10.892304410537085,1248
B4,suspect,f2,all,rmse,16.103246292517763,1248
B4,suspect,f2,all,crps,8.104287994379698,1248
B4,suspect,f2,all,cov50,0.46314102564102566,1248
B4,suspect,f2,all,cov80,0.8197115384615384,1248
B4,suspect,f2,all,cov90,0.9158653846153846,1248
B4,suspect,f2,op,mae,15.956652130931616,768
B4,suspect,f2,op,rmse,20.347397822203042,768
B4,suspect,f2,op,crps,11.925901637732524,768
B4,suspect,f2,op,cov50,0.4479166666666667,768
B4,suspect,f2,op,cov80,0.734375,768
B4,suspect,f2,op,cov90,0.8671875,768
B4,suspect,f2,nonop,mae,2.789348057905833,480
B4,suspect,f2,nonop,rmse,3.4338389585822786,480
B4,suspect,f2,nonop,crps,1.9897061650151746,480
B4,suspect,f2,nonop,cov50,0.4875,480
B4,suspect,f2,nonop,cov80,0.95625,480
B4,suspect,f2,nonop,cov90,0.99375,480
B4,suspect,f3,all,mae,9.488174729403996,1344
B4,suspect,f3,all,rmse,15.326169173798837,1344
B4,suspect,f3,all,crps,7.1231774563227495,1344
B4,suspect,f3,all,cov50,0.546875,1344
B4,suspect,f3,all,cov80,0.8809523809523809,1344
B4,suspect,f3,all,cov90,0.9322916666666666,1344
B4,suspect,f3,op,mae,14.928566866864761,768
B4,suspect,f3,op,rmse,20.144912518645025,768
B4,suspect,f3,op,crps,11.273463510847897,768
B4,suspect,f3,op,cov50,0.5104166666666666,768
B4,suspect,f3,op,cov80,0.796875,768
B4,suspect,f3,op,cov90,0.8815104166666666,768
B4,suspect,f3,nonop,mae,2.234318546122975,576
B4,suspect,f3,nonop,rmse,2.6438752663383993,576
B4,suspect,f3,nonop,crps,1.5894627169558877,576
B4,suspect,f3,nonop,cov50,0.5954861111111112,576
B4,suspect,f3,nonop,cov80,0.9930555555555556,576
B4,suspect,f3,nonop,cov90,1.0,576
B4,suspect,f4,all,mae,11.98501028804659,1272
B4,suspect,f4,all,rmse,19.087952888067264,1272
B4,suspect,f4,all,crps,9.49559075046576,1272
B4,suspect,f4,all,cov50,0.6124213836477987,1272
B4,suspect,f4,all,cov80,0.8860062893081762,1272
B4,suspect,f4,all,cov90,0.9331761006289309,1272
B4,suspect,f4,op,mae,13.316698470717002,1126
B4,suspect,f4,op,rmse,20.26395639466909,1126
B4,suspect,f4,op,crps,10.546514909745955,1126
B4,suspect,f4,op,cov50,0.6119005328596803,1126
B4,suspect,f4,op,cov80,0.8845470692717584,1126
B4,suspect,f4,op,cov90,0.9280639431616341,1126
B4,suspect,f4,nonop,mae,1.7145932079994515,146
B4,suspect,f4,nonop,rmse,2.727439001431624,146
B4,suspect,f4,nonop,crps,1.390518124784251,146
B4,suspect,f4,nonop,cov50,0.6164383561643836,146
B4,suspect,f4,nonop,cov80,0.8972602739726028,146
B4,suspect,f4,nonop,cov90,0.9726027397260274,146
B4,suspect,pooled,all,mae,12.196118075177417,5208
B4,suspect,pooled,all,rmse,18.949974965379987,5208
B4,suspect,pooled,all,crps,9.32447149292849,5208
B4,suspect,pooled,all,cov50,0.5414746543778802,5208
B4,suspect,pooled,all,cov80,0.8396697388632872,5208
B4,suspect,pooled,all,cov90,0.9172427035330261,5208
B4,suspect,pooled,op,mae,15.83783336353352,3814
B4,suspect,pooled,op,rmse,22.076700505733672,3814
B4,suspect,pooled,op,crps,12.127668611009543,3814
B4,suspect,pooled,op,cov50,0.5212375458835868,3814
B4,suspect,pooled,op,cov80,0.7933927635028841,3814
B4,suspect,pooled,op,cov90,0.889092815941269,3814
B4,suspect,pooled,nonop,mae,2.2323432474943625,1394
B4,suspect,pooled,nonop,rmse,2.851019712527848,1394
B4,suspect,pooled,nonop,crps,1.6548920034298242,1394
B4,suspect,pooled,nonop,cov50,0.5968436154949784,1394
B4,suspect,pooled,nonop,cov80,0.966284074605452,1394
B4,suspect,pooled,nonop,cov90,0.994261119081779,1394
B1,protoA,f1,all,mae,25.638522257976316,1152
B1,protoA,f1,all,rmse,49.191152105744955,1152
B1,protoA,f1,all,crps,19.32219800322495,1152
B1,protoA,f1,all,cov50,0.2751736111111111,1152
B1,protoA,f1,all,cov80,0.5833333333333334,1152
B1,protoA,f1,all,cov90,0.7743055555555556,1152
B1,protoA,f1,op,mae,30.548271597800127,960
B1,protoA,f1,op,rmse,53.88055560246372,960
B1,protoA,f1,op,crps,23.003792149863397,960
B1,protoA,f1,op,cov50,0.215625,960
B1,protoA,f1,op,cov80,0.5302083333333333,960
B1,protoA,f1,op,cov90,0.734375,960
B1,protoA,f1,nonop,mae,1.0897755588572817,192
B1,protoA,f1,nonop,rmse,1.7450824600274097,192
B1,protoA,f1,nonop,crps,0.9142272700326907,192
B1,protoA,f1,nonop,cov50,0.5729166666666666,192
B1,protoA,f1,nonop,cov80,0.8489583333333334,192
B1,protoA,f1,nonop,cov90,0.9739583333333334,192
B1,protoA,f2,all,mae,23.115899529950767,1248
B1,protoA,f2,all,rmse,46.27713856365632,1248
B1,protoA,f2,all,crps,19.503530263445388,1248
B1,protoA,f2,all,cov50,0.31650641025641024,1248
B1,protoA,f2,all,cov80,0.5024038461538461,1248
B1,protoA,f2,all,cov90,0.6201923076923077,1248
B1,protoA,f2,op,mae,9.589596485025993,768
B1,protoA,f2,op,rmse,12.48627296594588,768
B1,protoA,f2,op,crps,7.350141325907443,768
B1,protoA,f2,op,cov50,0.4479166666666667,768
B1,protoA,f2,op,cov80,0.6953125,768
B1,protoA,f2,op,cov90,0.7864583333333334,768
B1,protoA,f2,nonop,mae,44.75798440183042,480
B1,protoA,f2,nonop,rmse,72.92900670745094,480
B1,protoA,f2,nonop,crps,38.9489525635061,480
B1,protoA,f2,nonop,cov50,0.10625,480
B1,protoA,f2,nonop,cov80,0.19375,480
B1,protoA,f2,nonop,cov90,0.3541666666666667,480
B1,protoA,f3,all,mae,40.38801433517108,1344
B1,protoA,f3,all,rmse,58.06011245136143,1344
B1,protoA,f3,all,crps,31.66384645103229,1344
B1,protoA,f3,all,cov50,0.14211309523809523,1344
B1,protoA,f3,all,cov80,0.3288690476190476,1344
B1,protoA,f3,all,cov90,0.4375,1344
B1,protoA,f3,op,mae,56.41804601798051,768
B1,protoA,f3,op,rmse,69.30233000053528,768
B1,protoA,f3,op,crps,46.01242506933042,768
B1,protoA,f3,op,cov50,0.07161458333333333,768
B1,protoA,f3,op,cov80,0.23046875,768
B1,protoA,f3,op,cov90,0.3307291666666667,768
B1,protoA,f3,nonop,mae,19.014638758091852,576
B1,protoA,f3,nonop,rmse,38.23429887348431,576
B1,protoA,f3,nonop,crps,12.532408293301442,576
B1,protoA,f3,nonop,cov50,0.2361111111111111,576
B1,protoA,f3,nonop,cov80,0.4600694444444444,576
B1,protoA,f3,nonop,cov90,0.5798611111111112,576
B1,protoA,f4,all,mae,13.670059406670509,1272
B1,protoA,f4,all,rmse,32.47434543577074,1272
B1,protoA,f4,all,crps,10.420678322812511,1272
B1,protoA,f4,all,cov50,0.3789308176100629,1272
B1,protoA,f4,all,cov80,0.6580188679245284,1272
B1,protoA,f4,all,cov90,0.7987421383647799,1272
B1,protoA,f4,op,mae,15.25234399469983,1126
B1,protoA,f4,op,rmse,34.5047426931373,1126
B1,protoA,f4,op,crps,11.611867440943433,1126
B1,protoA,f4,op,cov50,0.3561278863232682,1126
B1,protoA,f4,op,cov80,0.6394316163410302,1126
B1,protoA,f4,op,cov90,0.7824156305506217,1126
B1,protoA,f4,nonop,mae,1.4669604606361686,146
B1,protoA,f4,nonop,rmse,2.398220911541024,146
B1,protoA,f4,nonop,crps,1.2338362199671835,146
B1,protoA,f4,nonop,cov50,0.5547945205479452,146
B1,protoA,f4,nonop,cov80,0.8013698630136986,146
B1,protoA,f4,nonop,cov90,0.9246575342465754,146
B1,protoA,pooled,all,mae,25.927836340973307,5016
B1,protoA,pooled,all,rmse,47.5313221292842,5016
B1,protoA,pooled,all,crps,20.416844163736023,5016
B1,protoA,pooled,all,cov50,0.2761164274322169,5016
